Timestamp,Scenario,Temp,Hum,AccX,AccY,AccZ,Sample
Timestamp,Scenario,Temp,Hum,AccX,AccY,AccZ,Sample
15:03:34,teste,24.94,65.0,1012.0,2941.0,2674.0,0,82
15:03:34,teste,24.94,65.0,1012.0,2941.0,2674.0,0,83
15:03:35,teste,24.94,65.0,1012.0,2941.0,2674.0,0,84
15:03:35,teste,24.94,65.0,1012.0,2941.0,2674.0,0,85
15:03:36,teste,24.94,65.0,1012.0,2941.0,2674.0,0,86
15:03:36,teste,24.94,65.0,1012.0,2941.0,2674.0,0,87
15:03:37,teste,24.94,65.0,1012.0,2941.0,2674.0,0,88
15:03:37,teste,24.94,65.0,1012.0,2941.0,2674.0,0,89
15:03:38,teste,24.94,65.0,1012.0,2941.0,2674.0,0,90
15:03:38,teste,24.94,65.0,1012.0,2941.0,2674.0,0,91
15:03:39,teste,24.94,65.0,1012.0,2941.0,2674.0,0,92
15:03:39,teste,24.94,65.0,1012.0,2941.0,2674.0,0,93
15:03:40,teste,24.94,65.0,1012.0,2941.0,2674.0,0,94
15:03:40,teste,24.94,65.0,1012.0,2941.0,2674.0,0,95
15:03:41,teste,24.94,65.0,1012.0,2941.0,2674.0,0,96
15:03:42,teste,24.94,65.0,1012.0,2941.0,2674.0,0,97
15:03:42,teste,24.94,65.0,402.0,469.0,4052.0,0,98
15:03:43,teste,24.94,65.0,402.0,469.0,4052.0,0,99
15:03:43,teste,24.94,65.0,402.0,469.0,4052.0,0,100
15:03:44,teste,24.94,65.0,402.0,469.0,4052.0,0,101
15:03:44,teste,24.94,65.0,402.0,469.0,4052.0,0,102
15:03:45,teste,24.94,65.0,402.0,469.0,4052.0,0,103
15:03:45,teste,24.94,65.0,402.0,469.0,4052.0,0,104
15:03:46,teste,24.94,65.0,402.0,469.0,4052.0,0,105
15:03:46,teste,24.94,65.0,402.0,469.0,4052.0,0,106
15:03:47,teste,24.94,65.0,402.0,469.0,4052.0,0,107
15:03:47,teste,24.94,65.0,402.0,469.0,4052.0,0,108
15:03:48,teste,24.94,65.0,402.0,469.0,4052.0,0,109
15:03:48,teste,24.94,65.0,402.0,469.0,4052.0,0,110
15:03:49,teste,24.94,65.0,402.0,469.0,4052.0,0,111
15:03:49,teste,24.94,65.0,402.0,469.0,4052.0,0,112
15:03:50,teste,24.94,65.0,412.0,458.0,4045.0,0,113
15:03:50,teste,24.94,65.0,412.0,458.0,4045.0,0,114
15:03:51,teste,24.94,65.0,412.0,458.0,4045.0,0,115
15:03:52,teste,24.94,65.0,412.0,458.0,4045.0,0,116
15:03:52,teste,24.94,65.0,412.0,458.0,4045.0,0,117
15:03:53,teste,24.94,65.0,412.0,458.0,4045.0,0,118
15:03:53,teste,24.94,65.0,412.0,458.0,4045.0,0,119
